Index,Datetime,Q1,Q2,Q3,Q4
1,2024-09-12 12:31:27,1.742,3.066,1.816,2.364
2,2024-09-12 12:31:27,2.313,2.426,2.336,2.496
3,2024-09-12 12:31:27,2.18,2.595,2.19,2.24
4,2024-09-12 12:31:27,2.458,2.382,2.492,2.143
5,2024-09-12 12:31:27,2.51,2.49,2.654,2.15
6,2024-09-12 12:31:27,2.809,2.569,2.639,2.139
7,2024-09-12 12:31:27,2.782,2.747,2.679,2.286
8,2024-09-12 12:31:27,2.907,2.586,2.706,2.592
9,2024-09-12 12:31:28,2.839,2.827,2.39,2.916
10,2024-09-12 12:31:28,2.858,2.683,2.086,3.11
11,2024-09-12 12:31:28,2.638,2.674,2.342,3.179
12,2024-09-12 12:31:28,2.665,2.636,2.053,3.129
13,2024-09-12 12:31:28,2.785,2.63,1.995,2.784
14,2024-09-12 12:31:28,2.812,2.512,2.244,2.78
15,2024-09-12 12:31:28,2.939,2.722,2.532,2.673
16,2024-09-12 12:31:28,2.931,2.382,2.297,2.67
17,2024-09-12 12:31:29,2.901,2.443,2.328,2.647
18,2024-09-12 12:31:29,2.63,2.329,2.536,2.809
19,2024-09-12 12:31:29,2.633,2.368,2.518,2.549
20,2024-09-12 12:31:29,2.403,2.343,2.327,2.415
21,2024-09-12 12:31:29,2.48,2.598,2.506,2.415
22,2024-09-12 12:31:29,2.448,2.594,2.85,2.243
23,2024-09-12 12:31:29,2.413,2.874,2.876,2.382
24,2024-09-12 12:31:29,2.381,2.8,2.922,2.585
25,2024-09-12 12:31:29,2.491,2.604,3.062,2.883
26,2024-09-12 12:31:30,2.466,2.399,2.926,3.001
27,2024-09-12 12:31:30,2.438,2.338,2.872,3.053
28,2024-09-12 12:31:30,2.634,2.388,2.929,2.909
29,2024-09-12 12:31:30,2.586,2.574,2.765,2.965
30,2024-09-12 12:31:30,2.457,2.607,2.485,2.867
31,2024-09-12 12:31:30,2.665,2.759,2.718,2.551
32,2024-09-12 12:31:30,2.576,2.664,2.56,2.689
33,2024-09-12 12:31:30,2.371,2.576,2.355,2.91
34,2024-09-12 12:31:30,2.164,2.606,2.552,2.737
35,2024-09-12 12:31:31,2.072,2.795,2.895,2.505
36,2024-09-12 12:31:31,1.693,2.6,2.694,2.622
37,2024-09-12 12:31:31,1.94,2.841,2.548,2.355
38,2024-09-12 12:31:31,2.043,2.793,2.508,2.033
39,2024-09-12 12:31:31,2.084,2.65,2.258,2.023
40,2024-09-12 12:31:31,2.256,2.56,2.238,2.293
41,2024-09-12 12:31:31,2.408,2.574,2.305,2.251
42,2024-09-12 12:31:31,2.196,2.583,2.478,2.225
43,2024-09-12 12:31:32,2.399,2.643,2.599,2.495
44,2024-09-12 12:31:32,2.691,2.495,2.746,2.506
45,2024-09-12 12:31:32,2.75,2.368,2.529,2.285
46,2024-09-12 12:31:32,2.861,2.551,2.432,2.57
47,2024-09-12 12:31:32,2.985,2.279,2.566,2.764
48,2024-09-12 12:31:32,2.95,2.388,2.427,2.825
49,2024-09-12 12:31:32,2.717,2.722,2.555,2.733
50,2024-09-12 12:31:32,2.832,2.935,2.715,2.927
51,2024-09-12 12:31:32,2.602,2.964,2.979,2.725
52,2024-09-12 12:31:33,2.649,3.018,2.799,2.561
53,2024-09-12 12:31:33,2.584,3.015,3.029,2.451
54,2024-09-12 12:31:33,2.63,2.82,2.812,2.552
55,2024-09-12 12:31:33,2.363,2.748,2.559,2.283
56,2024-09-12 12:31:33,2.477,2.491,2.376,2.419
57,2024-09-12 12:31:33,2.262,2.659,2.358,2.585
58,2024-09-12 12:31:33,2.23,2.458,2.448,2.386
59,2024-09-12 12:31:33,2.198,2.468,2.636,2.35
60,2024-09-12 12:31:33,2.248,2.294,2.721,2.537
61,2024-09-12 12:31:34,2.378,2.355,2.787,2.235
62,2024-09-12 12:31:34,2.579,2.373,2.751,2.07
63,2024-09-12 12:31:34,2.541,2.571,2.374,2.147
64,2024-09-12 12:31:34,2.63,2.734,2.224,2.039
65,2024-09-12 12:31:34,2.591,2.702,2.324,1.97
66,2024-09-12 12:31:34,2.576,2.942,2.236,2.147
67,2024-09-12 12:31:34,2.331,2.879,2.433,2.487
68,2024-09-12 12:31:34,2.343,2.911,2.576,2.695
69,2024-09-12 12:31:34,2.269,2.809,2.671,2.898
70,2024-09-12 12:31:35,2.418,2.844,2.834,3.057
71,2024-09-12 12:31:35,2.354,2.896,3.005,2.932
72,2024-09-12 12:31:35,2.562,2.726,3.085,2.836
73,2024-09-12 12:31:35,2.755,2.589,2.921,2.755
74,2024-09-12 12:31:35,2.828,2.566,2.914,2.498
75,2024-09-12 12:31:35,2.634,2.802,2.619,2.28
76,2024-09-12 12:31:35,2.524,2.49,2.567,2.475
77,2024-09-12 12:31:35,2.317,2.795,2.498,2.377
78,2024-09-12 12:31:35,2.035,2.787,2.511,2.2
79,2024-09-12 12:31:36,1.981,2.854,2.409,2.462
80,2024-09-12 12:31:36,1.908,2.884,2.719,2.618
81,2024-09-12 12:31:36,1.825,2.977,2.463,2.549
82,2024-09-12 12:31:36,1.793,2.863,2.301,2.735
83,2024-09-12 12:31:36,1.91,2.832,2.459,2.69
84,2024-09-12 12:31:36,1.833,2.837,2.329,2.535
85,2024-09-12 12:31:36,1.955,2.501,1.955,2.421
86,2024-09-12 12:31:36,2.281,2.702,2.291,2.362
87,2024-09-12 12:31:36,2.313,2.692,2.163,2.011
88,2024-09-12 12:31:37,2.161,2.743,2.141,2.027
89,2024-09-12 12:31:37,2.347,2.439,2.136,1.906
90,2024-09-12 12:31:37,2.409,2.539,2.498,1.989
91,2024-09-12 12:31:37,2.429,2.568,2.132,2.222
92,2024-09-12 12:31:37,2.591,2.643,2.435,2.352
93,2024-09-12 12:31:37,2.811,2.391,2.324,2.398
94,2024-09-12 12:31:37,2.612,2.737,2.491,2.478
95,2024-09-12 12:31:37,2.737,2.634,2.115,2.57
96,2024-09-12 12:31:37,2.463,2.588,2.357,2.273
97,2024-09-12 12:31:38,2.313,2.462,2.078,2.304
98,2024-09-12 12:31:38,2.211,2.791,2.14,2.224
99,2024-09-12 12:31:38,2.439,2.507,2.085,2.429
100,2024-09-12 12:31:38,2.396,2.761,2.19,2.281
101,2024-09-12 12:31:38,2.362,2.601,2.091,2.388
102,2024-09-12 12:31:38,2.404,2.492,2.374,2.328
103,2024-09-12 12:31:38,2.588,2.187,2.67,2.518
104,2024-09-12 12:31:38,2.383,2.455,2.685,2.35
105,2024-09-12 12:31:38,2.126,2.494,2.658,2.253
106,2024-09-12 12:31:39,2.28,2.664,2.562,2.076
107,2024-09-12 12:31:39,2.517,2.585,2.435,2.284
108,2024-09-12 12:31:39,2.224,2.801,2.412,2.437
109,2024-09-12 12:31:39,2.145,2.567,2.307,2.63
110,2024-09-12 12:31:39,2.128,2.4,2.401,2.683
111,2024-09-12 12:31:39,2.039,2.401,2.453,2.72
112,2024-09-12 12:31:39,1.87,2.719,2.422,2.591
113,2024-09-12 12:31:39,1.999,2.487,2.337,2.283
114,2024-09-12 12:31:39,2.031,2.708,2.428,2.309
115,2024-09-12 12:31:40,2.173,2.638,2.291,2.424
116,2024-09-12 12:31:40,2.079,2.568,2.367,2.509
117,2024-09-12 12:31:40,1.984,2.388,2.381,2.687
118,2024-09-12 12:31:40,2.011,2.719,2.117,2.95
119,2024-09-12 12:31:40,2.107,2.689,2.332,2.81
120,2024-09-12 12:31:40,2.353,2.938,2.508,2.77
121,2024-09-12 12:31:40,2.553,2.919,2.421,2.643
122,2024-09-12 12:31:40,2.843,3.094,2.458,2.507
123,2024-09-12 12:31:40,3.028,3.086,2.793,2.417
124,2024-09-12 12:31:41,3.235,2.845,2.471,2.283
125,2024-09-12 12:31:41,3.013,2.896,2.271,2.118
126,2024-09-12 12:31:41,2.895,2.67,2.51,2.381
127,2024-09-12 12:31:41,2.614,2.391,2.29,2.287
128,2024-09-12 12:31:41,2.509,2.38,2.18,2.11
129,2024-09-12 12:31:41,2.166,2.687,2.374,2.388
130,2024-09-12 12:31:41,2.328,2.375,2.458,2.578
131,2024-09-12 12:31:41,2.596,2.462,2.243,2.356
132,2024-09-12 12:31:41,2.906,2.696,2.384,2.294
133,2024-09-12 12:31:42,2.867,2.462,2.379,2.277
134,2024-09-12 12:31:42,3.193,2.417,2.301,2.095
135,2024-09-12 12:31:42,3.141,2.642,2.588,2.194
136,2024-09-12 12:31:42,2.834,2.839,2.864,2.528
137,2024-09-12 12:31:42,2.551,2.704,2.772,2.708
138,2024-09-12 12:31:42,2.625,2.715,2.603,2.71
139,2024-09-12 12:31:42,2.36,2.499,2.783,2.745
140,2024-09-12 12:31:42,2.465,2.325,2.629,2.724
141,2024-09-12 12:31:42,2.756,2.194,2.306,2.495
142,2024-09-12 12:31:43,3.047,2.36,2.335,2.253
143,2024-09-12 12:31:43,2.877,2.394,2.583,2.327
144,2024-09-12 12:31:43,2.81,2.653,2.391,2.344
145,2024-09-12 12:31:43,2.446,2.765,2.349,2.246
146,2024-09-12 12:31:43,2.428,2.704,2.612,2.462
147,2024-09-12 12:31:43,2.422,2.459,2.632,2.73
148,2024-09-12 12:31:43,2.395,2.323,2.68,2.946
149,2024-09-12 12:31:43,2.687,2.125,2.578,2.846
150,2024-09-12 12:31:43,2.871,1.955,2.577,2.89
151,2024-09-12 12:31:44,2.841,1.908,2.431,2.559
152,2024-09-12 12:31:44,2.729,2.078,2.511,2.31
153,2024-09-12 12:31:44,2.885,2.258,2.237,2.099
154,2024-09-12 12:31:44,2.681,2.092,2.313,2.119
155,2024-09-12 12:31:44,2.74,2.212,2.147,1.939
156,2024-09-12 12:31:44,2.698,2.233,2.198,1.927
157,2024-09-12 12:31:44,2.638,2.051,2.19,2.188
158,2024-09-12 12:31:44,2.549,2.171,2.252,2.374
159,2024-09-12 12:31:44,2.464,2.546,2.144,2.325
160,2024-09-12 12:31:45,2.257,2.463,2.429,2.54
161,2024-09-12 12:31:45,2.117,2.411,2.305,2.718
162,2024-09-12 12:31:45,2.178,2.503,2.172,2.403
163,2024-09-12 12:31:45,2.129,2.334,2.34,2.371
164,2024-09-12 12:31:45,2.463,2.071,2.688,2.458
165,2024-09-12 12:31:45,2.491,2.17,2.541,2.344
166,2024-09-12 12:31:45,2.374,2.198,2.817,2.334
167,2024-09-12 12:31:45,2.417,2.151,3.002,2.548
168,2024-09-12 12:31:45,2.617,2.299,2.774,2.391
169,2024-09-12 12:31:46,2.282,2.479,2.425,2.358
170,2024-09-12 12:31:46,2.346,2.408,2.414,2.302
171,2024-09-12 12:31:46,2.714,2.63,2.313,2.349
172,2024-09-12 12:31:46,2.761,2.795,2.15,2.324
173,2024-09-12 12:31:46,2.824,2.59,2.33,2.533
174,2024-09-12 12:31:46,3.153,2.315,2.293,2.721
175,2024-09-12 12:31:46,3.059,2.402,2.328,2.943
176,2024-09-12 12:31:46,2.909,2.252,2.178,2.714
177,2024-09-12 12:31:46,2.706,2.104,2.458,2.635
178,2024-09-12 12:31:47,2.324,2.2,2.503,2.564
179,2024-09-12 12:31:47,2.173,2.183,2.509,2.558
180,2024-09-12 12:31:47,2.194,2.305,2.336,2.361
181,2024-09-12 12:31:47,2.367,2.306,2.331,2.523
182,2024-09-12 12:31:47,2.365,2.248,2.154,2.632
183,2024-09-12 12:31:47,2.377,2.117,2.183,2.5
184,2024-09-12 12:31:47,2.456,2.277,2.385,2.262
185,2024-09-12 12:31:47,2.47,2.229,2.63,2.245
186,2024-09-12 12:31:47,2.339,2.173,2.743,2.189
187,2024-09-12 12:31:48,2.494,2.429,2.577,2.329
188,2024-09-12 12:31:48,2.476,2.647,2.493,2.249
189,2024-09-12 12:31:48,2.524,2.574,2.52,2.485
190,2024-09-12 12:31:48,2.716,2.657,2.471,2.649
191,2024-09-12 12:31:48,2.53,2.894,2.605,2.888
192,2024-09-12 12:31:48,2.478,2.721,2.629,2.752
193,2024-09-12 12:31:48,2.633,2.563,2.379,2.931
